,value,BIRTHDATE,HEIGHT,WEIGHT,PTS,AST,REB,PIE,heightWOShoesInches,weightLBS,wingspanInches,reachStandingInches,verticalLeapStandingInches,verticalLeapMaxInches,timeLaneAgility,timeThreeQuarterCourtSprint,repsBenchPress135,pctBodyFat,heightWShoesInches,lengthHandInches,widthHandInches,timeModifiedLaneAgility
401,1762796.0,1997-07-24,79.0,202.0,9.2,1.1,2.2,0.084,,,,,,,,,,,,,,
402,9590602.0,1986-05-04,76.0,188.0,11.8,3.1,2.1,0.101,73.25,181.0,81.0,97.5,34.0,37.5,12.2,3.07,9.0,3.0,74.5,,,
403,1517981.0,,,,,,,,,,,,,,,,,,,,,
404,898310.0,,,,,,,,75.0,170.4,79.5,101.0,,,,,,4.7,76.5,8.25,8.25,
405,29542010.0,1994-03-16,84.0,280.0,29.9,3.3,11.5,0.211,,,,,,,,,,,,,,
406,125000.0,1993-11-19,77.0,231.0,5.2,0.7,2.5,,77.25,230.6,83.75,101.0,38.0,43.0,11.13,3.22,12.0,5.0,78.25,8.5,9.5,2.88
407,2711280.0,1997-03-04,77.0,201.0,3.7,1.0,1.7,0.05,,,,,,,,,,,,,,
408,5005350.0,1988-07-16,79.0,237.0,3.8,0.5,2.6,0.054,79.25,240.8,82.75,104.0,27.0,32.5,11.59,3.44,14.0,10.6,80.75,8.5,9.0,
409,609128.0,,,,,,,,,,,,,,,,,,,,,
410,7834449.0,1990-08-23,74.0,185.0,12.9,2.9,2.2,0.082,73.0,179.2,76.0,97.5,,,,,,9.6,75.0,8.0,8.25,
411,1701593.0,1996-09-26,77.0,205.0,13.8,3.1,2.3,0.098,76.5,207.2,84.75,99.5,30.0,33.0,11.07,3.25,2.0,6.8,77.5,8.75,9.5,3.19
412,34358850.0,1992-07-15,80.0,226.0,20.8,3.6,7.7,0.147,78.5,222.8,83.0,103.5,31.5,37.5,10.96,3.17,12.0,8.4,79.75,8.75,9.0,
413,2478840.0,,,,,,,,,,,,,,,,,,,,,
414,1752950.0,1993-09-25,77.0,225.0,6.7,0.8,2.6,0.092,,,,,,,,,,,,,,
415,4235160.0,1996-03-03,80.0,210.0,10.3,1.4,3.3,0.09,79.0,205.2,82.0,103.0,30.5,36.5,10.52,3.26,,5.8,80.5,8.0,8.5,3.28
416,1977011.0,1994-08-08,73.0,183.0,7.2,3.7,2.1,0.112,72.75,182.8,79.25,97.5,29.75,35.5,10.9,3.28,0.0,6.3,73.5,8.5,8.25,2.93
417,41358814.0,1985-05-06,72.0,175.0,15.7,8.8,4.7,0.145,71.75,178.0,76.25,93.0,32.0,38.0,11.09,3.22,10.0,,73.0,,,
418,785285.0,1995-06-30,83.0,245.0,3.0,0.2,2.0,0.062,82.25,243.6,87.75,107.0,36.0,37.0,11.35,3.2,,6.55,83.5,8.75,10.5,3.12
419,9250000.0,1994-04-08,82.0,225.0,10.3,1.3,4.2,0.1,,,,,,,,,,,,,,
420,10018200.0,1998-07-23,83.0,250.0,14.5,1.6,11.0,0.129,,,,,,,,,,,,,,
421,29467800.0,1996-10-30,77.0,206.0,25.1,4.6,4.0,0.126,76.5,205.8,80.25,102.5,27.5,34.5,10.27,3.28,8.0,8.3,77.75,8.75,9.0,2.75
422,1620564.0,1989-02-25,75.0,191.0,4.3,1.5,1.8,0.055,74.5,191.4,81.5,99.5,32.0,34.5,11.12,3.31,,7.6,76.0,9.0,10.0,
423,1620564.0,1993-04-04,84.0,240.0,6.6,1.6,3.7,0.11,83.75,231.2,83.0,109.5,,,,,,9.4,84.75,8.5,9.5,
424,9258000.0,1990-07-06,78.0,235.0,10.1,2.0,5.0,0.088,76.75,241.2,81.25,99.5,31.0,34.5,11.45,3.37,20.0,9.0,78.5,9.5,10.5,
425,4245720.0,,,,,,,,81.25,224.6,86.25,110.0,,,,,,3.7,82.2,9.25,9.25,
426,3925000.0,1995-09-14,73.0,200.0,2.8,1.1,1.1,0.066,72.25,196.2,76.25,95.0,29.0,36.5,11.04,3.18,14.0,4.15,73.5,9.25,8.5,3.05
427,1620564.0,1991-12-09,73.0,200.0,5.1,0.8,1.0,0.09,,,,,,,,,,,,,,
428,4359000.0,1996-08-30,78.0,209.0,13.7,2.4,4.9,0.104,,,,,,,,,,,,,,
429,1620564.0,1990-12-19,79.0,221.0,2.9,0.9,2.4,0.061,,,,,,,,,,,,,,
430,1913345.0,1982-09-28,83.0,273.0,7.3,1.2,7.2,,,,,,,,,,,,,,,
431,2844430.0,1989-12-08,81.0,250.0,6.0,0.4,3.0,,80.5,234.0,88.0,107.0,28.5,30.5,11.89,3.67,10.0,7.6,81.5,10.0,10.75,
432,2252040.0,1999-06-08,75.0,181.0,8.0,1.4,2.3,0.077,74.25,183.2,81.25,99.5,32.0,41.5,11.27,3.1,1.0,7.7,75.25,8.75,9.0,3.16
433,1620564.0,1984-05-29,79.0,238.0,14.0,1.7,3.3,0.088,78.25,233.0,84.0,105.5,30.5,33.5,11.4,3.15,7.0,8.0,,,,
434,898310.0,,,,,,,,77.5,198.6,79.25,100.5,30.5,36.5,11.25,3.25,,4.2,78.2,8.75,10.0,2.63
435,29354152.0,1991-09-19,75.0,190.0,23.8,4.3,3.8,0.131,74.25,197.0,78.25,96.5,32.0,38.5,11.02,3.32,13.0,8.6,75.25,8.0,9.5,2.91
436,31626953.0,1990-07-15,74.0,195.0,30.1,7.7,4.4,0.165,73.75,188.8,79.75,95.5,34.5,39.5,11.15,3.34,13.0,5.9,74.75,8.75,9.75,
437,9258000.0,,,,,,,,,,,,,,,,,,,,,
438,5005350.0,1992-05-20,82.0,250.0,12.1,1.3,11.6,0.137,81.75,259.2,85.5,109.5,26.0,32.5,11.3,3.26,14.0,5.9,83.25,9.5,10.75,
439,1620564.0,,,,,,,,81.25,232.0,87.25,109.5,27.0,32.5,11.08,3.34,5.0,5.2,82.5,9.5,10.75,3.0
440,12888889.0,1994-08-23,83.0,290.0,9.8,2.8,7.7,0.103,,,,,,,,,,,,,,
441,2210640.0,2000-02-11,77.0,220.0,5.3,0.4,2.6,0.074,76.5,224.2,85.25,104.5,31.0,38.5,12.15,3.24,5.0,5.9,78.0,8.75,10.0,3.1
442,10865952.0,1993-05-25,75.0,215.0,19.5,1.8,3.0,0.106,75.0,215.4,82.75,102.5,32.5,40.5,10.69,3.2,5.0,6.4,76.25,9.25,9.0,3.2
443,12138345.0,1990-12-14,79.0,209.0,8.6,1.7,6.7,0.073,78.25,208.6,85.75,106.0,29.5,36.0,11.69,3.34,9.0,4.7,79.5,9.0,8.5,3.1
444,5406255.0,1997-11-19,83.0,250.0,7.0,1.5,6.3,0.054,82.25,232.2,85.0,111.0,,,,,,8.9,84.0,8.75,9.25,
445,24701834.0,1992-12-17,76.0,220.0,16.9,3.3,4.6,0.078,75.75,212.4,81.25,101.0,,,,,,6.1,77.0,8.5,9.0,
446,50000.0,1997-03-22,81.0,225.0,3.4,0.5,2.1,0.094,80.5,219.6,84.5,108.0,29.5,36.0,11.89,3.33,5.0,5.05,81.5,9.0,9.25,3.25
447,1517981.0,1996-09-19,80.0,234.0,2.7,0.5,2.3,0.077,,,,,,,,,,,,,,
448,8099627.0,1997-12-20,75.0,185.0,23.8,7.4,3.4,0.116,,,,,,,,,,,,,,
449,9000000.0,1992-04-26,77.0,185.0,10.5,5.1,4.6,0.119,76.25,181.4,79.5,101.5,29.5,31.0,11.16,3.29,4.0,6.6,77.5,8.0,8.5,3.5
450,930930.0,1994-01-08,78.0,222.0,5.3,0.9,2.0,0.057,77.5,211.4,82.0,100.5,36.5,41.5,11.22,3.15,,5.05,78.75,9.0,9.5,3.04
451,22215909.0,1992-05-30,80.0,225.0,16.3,3.7,6.5,0.111,79.0,227.8,83.25,101.5,38.0,39.5,10.93,3.16,15.0,9.6,80.0,9.0,8.5,
452,1620564.0,1989-06-13,84.0,265.0,8.0,0.6,5.8,0.118,82.5,226.6,91.0,113.0,27.0,31.5,11.83,3.54,12.0,5.5,83.5,8.25,10.25,
453,6500000.0,1995-03-15,80.0,245.0,2.7,0.3,2.0,0.037,,,,,,,,,,,,,,
454,1000000.0,,,,,,,,74.5,193.4,78.0,100.5,,,,,,3.4,75.7,8.75,9.75,
455,1517981.0,1997-01-24,79.0,190.0,2.1,0.5,0.5,0.051,,,,,,,,,,,,,,
456,8963640.0,1999-03-14,83.0,235.0,13.9,0.9,7.4,0.095,,,,,,,,,,,,,,
457,3623000.0,1993-05-11,79.0,220.0,1.4,0.6,1.2,0.023,79.25,206.6,84.0,102.5,32.5,37.0,10.87,3.25,5.0,5.3,80.75,9.25,10.25,
458,2075880.0,1997-08-14,81.0,250.0,1.2,0.2,0.6,0.003,80.75,256.2,87.0,109.5,28.0,35.5,11.21,3.25,6.0,5.1,82.25,9.25,10.75,3.3
459,99020.0,1993-02-03,82.0,231.0,2.3,0.3,2.0,-0.012,81.5,207.2,86.5,109.0,31.0,34.5,11.49,3.32,0.0,5.15,82.5,8.75,9.5,3.2
460,5005350.0,1993-10-15,82.0,235.0,13.9,1.8,8.8,0.119,80.25,242.8,85.5,108.0,32.5,36.0,11.24,3.32,15.0,8.8,81.5,8.5,8.5,3.31
461,1500000.0,,,,,,,,77.5,230.2,86.0,105.5,32.0,38.0,11.1,3.18,,4.5,79.0,9.0,10.75,2.49
462,1517981.0,1997-05-16,76.0,201.0,7.0,1.1,2.0,0.075,75.0,192.4,80.75,101.0,29.5,34.0,10.69,3.28,13.0,4.1,76.5,9.25,10.75,2.96
463,3831840.0,,,,,,,,,,,,,,,,,,,,,
464,110998.0,1995-02-07,79.0,225.0,5.0,0.7,1.6,,,,,,,,,,,,,,,
465,14286000.0,1996-09-19,76.0,180.0,15.6,5.1,7.0,0.125,,,,,,,,,,,,,,
466,27739975.0,1989-08-07,78.0,220.0,20.6,7.4,4.5,0.144,77.5,211.2,81.0,102.5,29.0,38.5,11.88,3.31,5.0,4.9,78.5,,,
467,6119676.0,1986-07-27,78.0,215.0,8.9,1.3,4.2,,78.25,207.2,82.0,105.0,,,,,,6.3,79.75,,,
468,3516284.0,1994-07-02,76.0,190.0,12.8,3.4,2.4,0.076,75.25,189.8,79.5,101.5,31.0,36.5,10.84,3.08,10.0,6.2,76.5,8.25,8.5,2.92
469,4033440.0,,,,,,,,,,,,,,,,,,,,,
470,1620564.0,1997-02-01,81.0,245.0,4.6,0.9,3.2,0.089,,,,,,,,,,,,,,
471,1000000.0,1990-01-18,82.0,252.0,7.9,1.3,4.5,0.124,81.75,229.6,87.5,111.5,,,,,,5.35,82.75,9.0,10.0,
472,8101852.0,1995-10-15,85.0,245.0,7.1,1.8,7.8,0.099,84.25,239.0,86.75,111.5,,,,,,5.8,85.0,9.25,10.25,
473,2048040.0,1999-10-11,77.0,220.0,13.9,2.0,6.5,0.1,76.75,216.4,81.25,104.0,,,,,,5.6,78.0,8.0,9.25,
474,16750000.0,1985-07-19,83.0,250.0,13.7,1.7,4.5,0.096,82.0,234.0,88.75,110.0,26.5,34.0,12.02,3.43,8.0,8.7,83.25,,,
475,2892000.0,,,,,,,,75.75,196.2,82.25,99.5,31.5,40.0,10.87,3.06,12.0,5.65,76.5,9.0,9.5,2.91
476,2824320.0,2000-01-09,82.0,227.0,3.8,0.2,2.5,0.077,81.5,227.2,82.5,107.0,27.0,38.0,11.01,3.27,7.0,5.6,83.0,8.5,9.0,3.03
477,1824003.0,1997-07-02,81.0,240.0,6.5,1.0,6.5,0.11,80.75,233.0,84.25,105.0,32.5,38.5,11.93,3.26,,8.5,82.0,9.0,9.0,3.05
478,13535714.0,1988-08-11,73.0,180.0,12.9,2.5,1.8,0.095,71.25,175.4,74.0,95.0,27.5,33.0,10.87,3.1,8.0,6.9,72.5,,,
479,14500000.0,1986-08-17,80.0,250.0,10.9,1.5,4.9,0.105,79.0,222.0,87.0,107.5,33.0,40.5,11.03,3.32,9.0,5.7,80.0,,,
480,898310.0,,,,,,,,,,,,,,,,,,,,,
481,5500000.0,1995-11-05,81.0,234.0,5.0,0.6,3.8,0.1,81.0,241.2,85.5,108.0,,,,,,12.1,82.25,9.25,10.25,
482,2258000.0,1993-06-16,84.0,250.0,6.1,0.9,3.6,0.099,,,87.5,,,,,,,6.4,,9.0,10.75,
483,7000000.0,1986-12-09,82.0,260.0,6.1,0.9,5.5,0.067,,,,,,,,,,,,,,
484,6500000.0,1993-01-11,81.0,200.0,13.8,1.0,6.4,0.134,80.0,182.2,88.0,110.5,,,,,,5.4,81.5,9.25,10.5,
485,1737145.0,1994-07-04,77.0,210.0,4.6,1.9,2.3,0.068,,,,,,,,,,,,,,
486,99020.0,,,,,,,,,,,,,,,,,,,,,
487,21250000.0,1994-02-25,73.0,197.0,20.1,6.5,4.4,0.118,,,,,,,,,,,,,,
488,1663861.0,,,,,,,,,,,,,,,,,,,,,
489,110998.0,1997-01-13,82.0,240.0,7.5,2.5,6.0,0.106,82.0,242.0,86.25,108.0,,,,,,11.2,83.5,8.5,9.75,
490,30500000.0,1986-03-25,72.0,196.0,17.6,7.4,5.6,0.117,,,,,,,,,,,,,,
491,1950600.0,,,,,,,,,,,,,,,,,,,,,
492,3872215.0,1997-07-17,79.0,232.0,14.0,1.6,5.7,0.092,78.25,232.4,86.25,107.5,,,,,,6.8,79.75,9.25,9.5,
493,300000.0,1998-06-20,79.0,210.0,1.9,0.4,1.4,,,,,,,,,,,,,,,
494,30559200.0,1994-04-02,81.0,230.0,19.8,4.7,7.3,0.117,80.25,226.6,87.25,107.5,30.5,36.5,11.25,3.41,,5.2,81.5,9.25,10.0,3.09
495,4000000.0,1995-10-25,79.0,181.0,1.0,0.8,0.6,0.057,77.25,180.8,82.0,100.5,30.0,38.0,11.01,3.3,,4.7,78.75,8.75,8.75,2.97
496,1445697.0,1994-12-30,78.0,210.0,2.6,0.4,1.3,0.044,,,,,,,,,,,,,,
497,10047450.0,1992-10-20,80.0,208.0,4.7,1.2,1.9,0.031,79.25,208.2,80.5,103.0,29.0,36.0,11.21,3.38,,7.45,80.5,8.5,8.5,3.14
498,3804150.0,1996-05-29,78.0,242.0,2.9,1.2,2.2,0.047,77.0,241.8,83.5,102.0,,,,,,7.5,78.5,9.0,9.0,
499,17850000.0,1989-04-18,79.0,226.0,14.9,1.9,3.9,0.081,,,,,,,,,,,,,,
500,9258000.0,1991-07-15,81.0,265.0,5.9,0.9,5.3,0.111,80.75,245.2,88.0,110.0,31.5,35.5,11.74,3.25,14.0,6.5,82.25,8.75,9.25,
501,5195501.0,1996-09-07,73.0,215.0,25.4,5.5,4.6,0.127,73.25,211.4,82.0,97.0,36.5,40.5,11.53,3.01,10.0,5.9,75.0,8.5,9.5,3.07
502,898310.0,,,,,,,,76.75,229.0,79.5,101.5,,,,,,10.2,78.5,8.5,8.75,
503,754783.0,1987-05-15,81.0,235.0,0.0,1.0,0.0,0.0,79.75,208.8,85.25,109.5,22.0,30.0,11.59,3.56,2.0,,81.0,,,
504,1783557.0,1993-06-17,79.0,230.0,5.0,0.7,2.2,0.061,78.75,230.8,82.0,103.0,25.0,31.0,11.64,3.49,,10.05,80.5,9.25,9.25,3.17
505,10863637.0,1987-10-02,80.0,220.0,12.3,4.2,3.6,0.123,79.75,209.2,82.25,105.0,26.0,31.0,10.66,3.3,3.0,10.1,80.25,,,
506,11500000.0,1992-06-07,76.0,194.0,17.5,2.2,3.9,0.116,75.25,186.3,80.0,98.0,33.0,38.5,10.76,3.28,,4.3,77.0,8.25,9.0,2.98
507,1517981.0,1997-04-17,79.0,232.0,0.9,0.2,0.8,0.035,,,,,,,,,,,,,,
508,1517981.0,1994-08-04,76.0,190.0,2.6,0.4,0.8,0.058,,,,,,,,,,,,,,
509,34502132.0,1987-10-11,73.0,175.0,16.4,5.5,3.4,0.125,71.0,175.0,77.75,94.5,35.5,40.5,11.63,3.09,13.0,4.2,72.75,,,
510,1517981.0,1997-08-04,77.0,206.0,2.0,0.2,1.6,0.051,76.25,205.6,82.75,100.5,30.5,38.5,11.71,3.17,19.0,4.9,77.75,9.0,10.0,3.12
511,8500000.0,1993-06-05,76.0,226.0,7.5,2.6,6.6,0.072,,,,,,,,,,,,,,
512,27525281.0,1992-06-26,85.0,258.0,14.5,1.3,13.4,0.158,84.5,237.6,92.5,115.0,25.0,29.0,12.85,3.57,7.0,4.4,86.0,9.75,10.0,3.19
513,770433.0,1993-10-06,79.0,190.0,1.0,0.5,0.5,0.064,,,,,,,,,,,,,,
514,1977000.0,,,,,,,,82.0,273.8,91.0,112.5,31.0,31.5,12.97,3.12,11.0,7.95,84.25,9.5,10.0,3.65
515,1977000.0,,,,,,,,82.0,259.5,91.25,109.0,37.0,41.0,11.82,3.23,,9.61,83.5,9.25,10.0,3.61
516,1265372.0,1993-06-16,84.0,250.0,6.1,0.9,3.6,0.099,,,87.5,,,,,,,6.4,,9.0,10.75,
517,898310.0,,,,,,,,,,,,,,,,,,,,,
518,374297.0,1995-12-20,85.0,229.0,0.0,1.0,1.0,-0.26,,,,,,,,,,,,,,
519,28751774.0,1993-06-28,75.0,207.0,31.8,4.6,5.1,0.154,75.25,201.8,80.0,100.0,33.0,39.0,10.95,3.28,8.0,6.0,76.75,8.5,9.0,
520,2443440.0,1996-04-26,78.0,210.0,1.9,0.6,2.9,0.042,,,,,,,,,,,,,,
521,1517981.0,1998-10-01,82.0,234.0,4.8,0.6,3.3,0.099,81.25,237.6,86.5,110.0,32.5,36.5,11.61,3.25,5.0,5.9,82.5,9.25,9.25,3.19
522,15000000.0,1992-11-12,82.0,225.0,10.8,0.9,2.9,0.064,,,,,,,,,,,,,,
523,4469160.0,,,,,,,,,,,,,,,,,,,,,
524,1663861.0,1999-11-08,80.0,180.0,2.2,0.6,2.1,0.032,,,,,,,,,,,,,,
525,6000000.0,1988-07-05,72.0,175.0,5.2,4.7,3.5,0.094,,,,,,,,,,,,,,
526,3737520.0,1997-02-22,76.0,190.0,5.2,1.4,2.5,0.052,76.0,188.4,79.25,98.0,,,,,,6.05,77.0,9.0,10.0,
527,110998.0,1995-01-07,80.0,216.0,3.3,1.7,5.3,0.074,79.0,223.6,83.75,104.5,31.5,38.0,10.63,3.21,16.0,5.4,80.5,9.25,9.5,2.83
528,1620564.0,1992-05-19,73.0,180.0,7.7,2.2,2.2,0.081,,,,,,,,,,,,,,
529,7300000.0,1988-04-01,84.0,281.0,8.2,0.9,4.1,0.084,,,,,,,,,,,,,,
530,4692840.0,1998-02-08,80.0,230.0,13.4,1.5,5.8,0.085,,,,,,,,,,,,,,
531,41358814.0,1988-11-12,75.0,200.0,21.7,10.3,9.5,0.146,74.25,192.0,79.75,100.0,30.0,36.5,10.98,3.08,12.0,4.8,75.5,,,
532,8333333.0,1997-07-31,82.0,248.0,14.3,1.5,6.1,0.111,81.5,247.8,90.0,112.5,25.5,33.0,11.42,3.37,7.0,9.4,82.75,9.5,10.25,3.12
